paper_id,year,extraction_method,stage1_response,ethics_substantive,ethics_justification,input_tokens_s1,output_tokens_s1,stage2_response,ethics_theme,theme_justification,input_tokens_s2,output_tokens_s2
2401.09680,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of UAV metaverse resource allocation using game theory and reinforcement learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical optimization of UAV metaverse resource allocation using game theory and reinforcement learning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1025,55,,,,0,0
2403.16416,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical challenges of building user simulators for conversational recommender systems, with no substantive engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical challenges of building user simulators for conversational recommender systems, with no substantive engagement with fairness, harm, accountability, or governance concerns.",632,48,,,,0,0
2403.16909,2024,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by explicitly investigating demographic biases in LLM-generated mental health data, warning against using synthetic data to reinforce biases, and framing its research purpose around understanding potential harms and risks of LLMs in sensitive mental health contexts.",1,"The paper substantively engages with AI ethics by explicitly investigating demographic biases in LLM-generated mental health data, warning against using synthetic data to reinforce biases, and framing its research purpose around understanding potential harms and risks of LLMs in sensitive mental health contexts.",1310,71,"CATEGORY: A
REASON: The paper primarily uses technical analysis methods (semantic and lexical analyses, algorithmic fidelity assessment) to investigate biases in LLM-generated synthetic mental health data across demographics, framing the problem in terms of model behavior, bias detection, and safety considerations for synthetic data generation.",A,"The paper primarily uses technical analysis methods (semantic and lexical analyses, algorithmic fidelity assessment) to investigate biases in LLM-generated synthetic mental health data across demographics, framing the problem in terms of model behavior, bias detection, and safety considerations for synthetic data generation.",1334,70
2403.04511,2024,sections,"SCORE: 1
REASON: The paper substantively engages with ethical concerns around fairness and harm by identifying demographic disparities (age, gender, location) in filter bubble susceptibility and recommending platform-level interventions to protect vulnerable user groups from algorithmic information restriction.",1,"The paper substantively engages with ethical concerns around fairness and harm by identifying demographic disparities (age, gender, location) in filter bubble susceptibility and recommending platform-level interventions to protect vulnerable user groups from algorithmic information restriction.",1230,62,"CATEGORY: A
REASON: The paper primarily focuses on defining and measuring filter bubble metrics, analyzing recommender system behavior, and proposing technical design interventions to improve diversity and fairness in algorithmic recommendations.",A,"The paper primarily focuses on defining and measuring filter bubble metrics, analyzing recommender system behavior, and proposing technical design interventions to improve diversity and fairness in algorithmic recommendations.",1254,47
2404.12185,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on computational optimization performance, adaptability, and algorithmic efficiency, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on computational optimization performance, adaptability, and algorithmic efficiency, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1295,49,,,,0,0
2401.06375,2024,fallback_no_target_sections,"SCORE: 1
REASON: The paper substantively engages with ethical concerns around inclusion, accessibility, and equity for individuals with cognitive disabilities, framing AI-driven process design as a matter of workplace fairness and social inclusion rather than merely a technical optimization problem.",1,"The paper substantively engages with ethical concerns around inclusion, accessibility, and equity for individuals with cognitive disabilities, framing AI-driven process design as a matter of workplace fairness and social inclusion rather than merely a technical optimization problem.",639,59,"CATEGORY: C
REASON: The paper examines AI's role in improving inclusion and equity for individuals with cognitive disabilities in workplace processes, framing the ethics discussion around structural barriers, accessibility, and social inclusion rather than technical metrics or regulatory compliance.",C,"The paper examines AI's role in improving inclusion and equity for individuals with cognitive disabilities in workplace processes, framing the ethics discussion around structural barriers, accessibility, and social inclusion rather than technical metrics or regulatory compliance.",663,54
2404.10102,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical critiques of statistical methodology and parameter estimation in scaling laws, with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical critiques of statistical methodology and parameter estimation in scaling laws, with no normative engagement with fairness, harm, accountability, or governance.",810,46,,,,0,0
2402.10083,2024,sections,"SCORE: 0
REASON: The paper focuses on technical evaluation of LLMs for ophthalmology question-answering performance and medical accuracy, with only a passing mention of ""safety"" in a technical context, without substantive engagement with normative ethical concerns.",0,"The paper focuses on technical evaluation of LLMs for ophthalmology question-answering performance and medical accuracy, with only a passing mention of ""safety"" in a technical context, without substantive engagement with normative ethical concerns.",782,60,,,,0,0
2403.05801,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to knowledge graph reasoning using reinforcement learning, transfer learning, and BERT embeddings, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to knowledge graph reasoning using reinforcement learning, transfer learning, and BERT embeddings, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1428,57,,,,0,0
2403.14705,2024,sections,"SCORE: 0
REASON: The paper is purely technical, focusing on measuring compositionality in emergent communication protocols with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focusing on measuring compositionality in emergent communication protocols with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",630,49,,,,0,0
2402.09844,2024,sections,"SCORE: 1
REASON: The Broader Impact section raises genuine normative concerns about safety, cross-domain behavioral transfer risks, and the need for value alignment in generalist agents, going beyond purely technical framing.",1,"The Broader Impact section raises genuine normative concerns about safety, cross-domain behavioral transfer risks, and the need for value alignment in generalist agents, going beyond purely technical framing.",1082,50,"CATEGORY: A
REASON: The paper's ethical discussion centers on technical safety concerns—specifically the risks of cross-domain behavior transfer and the need for alignment strategies and safety constraints in generalist AI models.",A,The paper's ethical discussion centers on technical safety concerns—specifically the risks of cross-domain behavior transfer and the need for alignment strategies and safety constraints in generalist AI models.,1106,46
2402.09558,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical contributions to healthcare time-series representation learning (model architecture, pre-training strategies, performance metrics) with no substantive engagement with ethical concerns such as fairness, accountability, or harm.",0,"The paper focuses entirely on technical contributions to healthcare time-series representation learning (model architecture, pre-training strategies, performance metrics) with no substantive engagement with ethical concerns such as fairness, accountability, or harm.",641,56,,,,0,0
2404.07511,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of supply chain planning using AI methods, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical optimization of supply chain planning using AI methods, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1070,47,,,,0,0
2404.19721,2024,sections,"SCORE: 0
REASON: The paper only briefly acknowledges bias and ethical considerations as future work limitations without substantively engaging with normative concerns about fairness, harm, or justice.",0,"The paper only briefly acknowledges bias and ethical considerations as future work limitations without substantively engaging with normative concerns about fairness, harm, or justice.",919,43,,,,0,0
2404.04752,2024,sections,"SCORE: 0
REASON: The paper focuses on technical capabilities of LLMs in multi-agent systems without engaging in any normative ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses on technical capabilities of LLMs in multi-agent systems without engaging in any normative ethical concerns about fairness, harm, accountability, or governance.",343,46,,,,0,0
2404.12278,2024,sections,"SCORE: 0
REASON: While the paper briefly mentions bias, fairness, and responsible AI use, these are treated as technical performance considerations (model robustness, bias reduction as a quality metric) rather than substantive normative engagement with ethical principles like justice, accountability, or harm.",0,"While the paper briefly mentions bias, fairness, and responsible AI use, these are treated as technical performance considerations (model robustness, bias reduction as a quality metric) rather than substantive normative engagement with ethical principles like justice, accountability, or harm.",1429,65,,,,0,0
2403.05641,2024,fallback_empty_sections,"SCORE: 0
REASON: The paper focuses entirely on computational modeling of abstract reasoning and cognitive science, with no substantive engagement with AI ethics topics such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on computational modeling of abstract reasoning and cognitive science, with no substantive engagement with AI ethics topics such as fairness, harm, accountability, or governance.",1627,47,,,,0,0
2404.03624,2024,sections,"SCORE: 0
REASON: The paper focuses on knowledge engineering architectures, workflows, and reference architectures for AI systems, with no substantive normative engagement with fairness, harm, accountability, or governance as ethical concerns.",0,"The paper focuses on knowledge engineering architectures, workflows, and reference architectures for AI systems, with no substantive normative engagement with fairness, harm, accountability, or governance as ethical concerns.",1354,52,,,,0,0
2402.11804,2024,sections,"SCORE: 0
REASON: The paper's only mention of ethics is a brief, boilerplate statement in the limitations section about potential risks of privacy or fake information, with no substantive normative analysis of fairness, harm, accountability, or governance.",0,"The paper's only mention of ethics is a brief, boilerplate statement in the limitations section about potential risks of privacy or fake information, with no substantive normative analysis of fairness, harm, accountability, or governance.",1140,58,,,,0,0
2402.04382,2024,fallback_empty_sections,"SCORE: 1
REASON: The paper explicitly situates its work in consequential high-stakes domains (loan approvals, pretrial bail, hiring) and engages with explainability, counterfactual reasoning, and algorithmic recourse (citing FAccT work), reflecting genuine normative concern about accountability and fairness in automated decision-making.",1,"The paper explicitly situates its work in consequential high-stakes domains (loan approvals, pretrial bail, hiring) and engages with explainability, counterfactual reasoning, and algorithmic recourse (citing FAccT work), reflecting genuine normative concern about accountability and fairness in automated decision-making.",2242,79,"CATEGORY: A
REASON: The paper focuses on technical methods for explaining black-box ML models using counterfactual reasoning and answer set programming, addressing explainability and interpretability as technical ethics concerns.",A,"The paper focuses on technical methods for explaining black-box ML models using counterfactual reasoning and answer set programming, addressing explainability and interpretability as technical ethics concerns.",2266,47
2404.02454,2024,sections,"SCORE: 0
REASON: The paper is entirely focused on formal logic, knowledge representation, and probabilistic/model-counting techniques for measuring inferential strength in forgetting operators, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is entirely focused on formal logic, knowledge representation, and probabilistic/model-counting techniques for measuring inferential strength in forgetting operators, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1407,62,,,,0,0
2402.15075,2024,sections,"SCORE: 0
REASON: The paper is purely technical, focused on a stacking factorization algorithm for improving inference efficiency in hybrid Bayesian networks, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is purely technical, focused on a stacking factorization algorithm for improving inference efficiency in hybrid Bayesian networks, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",1639,56,,,,0,0
2402.04578,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance of multi-agent systems in Minecraft, with no substantive engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical performance of multi-agent systems in Minecraft, with no substantive engagement with fairness, harm, accountability, or governance concerns.",1165,45,,,,0,0
2401.16744,2024,sections,"SCORE: 0
REASON: While the paper mentions fairness-adjacent concepts like auditing, compliance, and recourse in high-stakes domains, its core contribution is a technical framework (ShaRP) for explainability and interpretability of rankings, without substantive normative engagement with fairness, harm, accountability, or justice.",0,"While the paper mentions fairness-adjacent concepts like auditing, compliance, and recourse in high-stakes domains, its core contribution is a technical framework (ShaRP) for explainability and interpretability of rankings, without substantive normative engagement with fairness, harm, accountability, or justice.",1602,75,,,,0,0
2403.07769,2024,sections,"SCORE: 0
REASON: The paper focuses on technical capabilities of multi-agent LLM systems for financial decision-making, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of sustainability is contextual to a simulated business scenario rather than an ethical concern.",0,"The paper focuses on technical capabilities of multi-agent LLM systems for financial decision-making, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of sustainability is contextual to a simulated business scenario rather than an ethical concern.",647,69,,,,0,0
2403.15760,2024,sections,"SCORE: 0
REASON: The paper's discussion of privacy is purely technical, focusing on design mechanisms (ETF classifiers, local parameter retention, noise addition) to prevent data leakage, without engaging in normative ethical concerns about fairness, accountability, harm, or governance.",0,"The paper's discussion of privacy is purely technical, focusing on design mechanisms (ETF classifiers, local parameter retention, noise addition) to prevent data leakage, without engaging in normative ethical concerns about fairness, accountability, harm, or governance.",800,64,,,,0,0
2404.00017,2024,fallback_empty_sections,"SCORE: 0
REASON: The paper's engagement with copyright and intellectual property is primarily legal/technical rather than normatively ethical, focusing on whether AI outputs diverge statistically from training data to mitigate IP concerns, without substantive moral analysis of fairness, harm, accountability, or justice.",0,"The paper's engagement with copyright and intellectual property is primarily legal/technical rather than normatively ethical, focusing on whether AI outputs diverge statistically from training data to mitigate IP concerns, without substantive moral analysis of fairness, harm, accountability, or justice.",1834,67,,,,0,0
2402.08178,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical benchmarking of LLM-based task planning for embodied agents, with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance—uses of words like ""fair"" refer only to reproducible comparison metrics.",0,"The paper focuses entirely on technical benchmarking of LLM-based task planning for embodied agents, with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance—uses of words like ""fair"" refer only to reproducible comparison metrics.",1158,68,,,,0,0
2402.08423,2024,sections,"SCORE: 0
REASON: The paper's mention of ""interpretability"" and ""safety"" is framed in technical and functional terms (reliable decision-making, model explainability) rather than engaging with normative ethical concerns such as fairness, accountability, or justice.",0,"The paper's mention of ""interpretability"" and ""safety"" is framed in technical and functional terms (reliable decision-making, model explainability) rather than engaging with normative ethical concerns such as fairness, accountability, or justice.",472,62,,,,0,0
2402.07234,2024,sections,"SCORE: 0
REASON: The paper focuses on benchmarking LLM performance on public security tasks using technical metrics, and while it briefly mentions ""sensitive data,"" ""predictive bias,"" and false positive rates, these are treated as performance limitations rather than substantive normative concerns about fairness, harm, or accountability.",0,"The paper focuses on benchmarking LLM performance on public security tasks using technical metrics, and while it briefly mentions ""sensitive data,"" ""predictive bias,"" and false positive rates, these are treated as performance limitations rather than substantive normative concerns about fairness, harm, or accountability.",1262,72,,,,0,0
2403.09925,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on a technical combinatorial optimization method (MCTS with surrogate functions) for retail store closure decisions, with no normative discussion of fairness, harm, accountability, or governance implications.",0,"The paper focuses entirely on a technical combinatorial optimization method (MCTS with surrogate functions) for retail store closure decisions, with no normative discussion of fairness, harm, accountability, or governance implications.",883,55,,,,0,0
2403.17532,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to knowledge graph completion using LLMs, with no normative engagement with fairness, harm, accountability, or governance concerns.",0,"The paper focuses entirely on technical improvements to knowledge graph completion using LLMs, with no normative engagement with fairness, harm, accountability, or governance concerns.",638,45,,,,0,0
2403.15587,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical methodology for extracting sentiment evaluations from text using LLMs for decision-making, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of ""explainability"" is treated as a technical challenge for model robustness rather than an ethical concern.",0,"The paper focuses entirely on technical methodology for extracting sentiment evaluations from text using LLMs for decision-making, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of ""explainability"" is treated as a technical challenge for model robustness rather than an ethical concern.",1427,79,,,,0,0
2401.02705,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on automating software testing for a mobile payment app using LLMs, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on automating software testing for a mobile payment app using LLMs, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",873,49,,,,0,0
2403.14566,2024,sections,"SCORE: 0
REASON: The paper is a technical survey of concept-based explainability methods focused on interpretability, representation, and model improvement, with only incidental mention of bias/spurious correlations as a technical motivation rather than substantive normative ethical analysis.",0,"The paper is a technical survey of concept-based explainability methods focused on interpretability, representation, and model improvement, with only incidental mention of bias/spurious correlations as a technical motivation rather than substantive normative ethical analysis.",803,62,,,,0,0
2401.03082,2024,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance improvements for multimodal information extraction using instruction tuning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical performance improvements for multimodal information extraction using instruction tuning, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",2203,51,,,,0,0
2404.15583,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical challenges of applying multi-agent reinforcement learning to smart grid management, with no substantive normative engagement with fairness, harm, accountability, or governance beyond efficiency and sustainability as engineering goals.",0,"The paper focuses entirely on technical challenges of applying multi-agent reinforcement learning to smart grid management, with no substantive normative engagement with fairness, harm, accountability, or governance beyond efficiency and sustainability as engineering goals.",1297,57,,,,0,0
2402.14083,2024,sections,"SCORE: 0
REASON: The paper's ""Broader Impact"" section and overall content focus entirely on technical capabilities of Transformers for planning tasks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper's ""Broader Impact"" section and overall content focus entirely on technical capabilities of Transformers for planning tasks, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",1027,57,,,,0,0
2403.01816,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to multi-agent reinforcement learning (subtask recognition, attention mechanisms, reward functions) with no normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to multi-agent reinforcement learning (subtask recognition, attention mechanisms, reward functions) with no normative engagement with fairness, harm, accountability, or governance.",598,53,,,,0,0
2402.10416,2024,sections,"SCORE: 0
REASON: The paper is focused on cognitive modeling of theory-of-mind and natural language interpretation of belief, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper is focused on cognitive modeling of theory-of-mind and natural language interpretation of belief, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",566,52,,,,0,0
2404.11898,2024,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by examining algorithmic bias, accountability, fairness, consumer rights, and governance frameworks in the context of financial inclusion and regulatory adaptation, treating these as genuine normative concerns rather than merely technical metrics.",1,"The paper substantively engages with AI ethics by examining algorithmic bias, accountability, fairness, consumer rights, and governance frameworks in the context of financial inclusion and regulatory adaptation, treating these as genuine normative concerns rather than merely technical metrics.",789,61,"CATEGORY: B
REASON: The paper primarily focuses on regulatory frameworks, oversight mechanisms, accountability, and policy development for AI and digital financial technologies in the context of financial inclusion.",B,"The paper primarily focuses on regulatory frameworks, oversight mechanisms, accountability, and policy development for AI and digital financial technologies in the context of financial inclusion.",813,40
2402.05605,2024,fallback_no_target_sections,"SCORE: 0
REASON: The paper focuses on technical optimization of hybrid human-AI team coordination using reinforcement learning, with ""constraints"" referring to performance boundaries rather than normative ethical concerns about fairness, accountability, or governance.",0,"The paper focuses on technical optimization of hybrid human-AI team coordination using reinforcement learning, with ""constraints"" referring to performance boundaries rather than normative ethical concerns about fairness, accountability, or governance.",927,53,,,,0,0
2402.02053,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on cost efficiency and technical performance of LLM agents, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of ""social justice"" and ""gentrification"" appears only as flavor text in a simulated agent persona, not as ethical analysis.",0,"The paper focuses entirely on cost efficiency and technical performance of LLM agents, with no substantive normative engagement with fairness, harm, accountability, or governance—the mention of ""social justice"" and ""gentrification"" appears only as flavor text in a simulated agent persona, not as ethical analysis.",882,76,,,,0,0
2405.02105,2024,sections,"SCORE: 0
REASON: The paper focuses entirely on evaluating LLM performance for scientific literature navigation using technical metrics, with no engagement with normative ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses entirely on evaluating LLM performance for scientific literature navigation using technical metrics, with no engagement with normative ethical concerns about fairness, harm, accountability, or governance.",400,50,,,,0,0
2403.17426,2024,sections,"SCORE: 0
REASON: The paper focuses on environmental sustainability (water conservation) and nutritional optimization as technical design goals, without engaging in normative ethical discourse around fairness, harm, accountability, or justice in AI systems.",0,"The paper focuses on environmental sustainability (water conservation) and nutritional optimization as technical design goals, without engaging in normative ethical discourse around fairness, harm, accountability, or justice in AI systems.",1962,52,,,,0,0
2402.15515,2024,sections,"SCORE: 0
REASON: The paper focuses on technical NLP and EHR data extraction methods for identifying Alzheimer's risk factors, with no substantive normative engagement with fairness, harm, accountability, or governance beyond a brief mention of social determinants of health as a data variable.",0,"The paper focuses on technical NLP and EHR data extraction methods for identifying Alzheimer's risk factors, with no substantive normative engagement with fairness, harm, accountability, or governance beyond a brief mention of social determinants of health as a data variable.",1299,67,,,,0,0
2501.09316,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical contributions to autonomous agent systems using SOPs, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical contributions to autonomous agent systems using SOPs, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",373,47,,,,0,0
2503.08308,2025,sections,"SCORE: 0
REASON: The paper focuses on technical improvements to multimodal large language models for visual question answering, with no substantive engagement with ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses on technical improvements to multimodal large language models for visual question answering, with no substantive engagement with ethical concerns about fairness, harm, accountability, or governance.",270,50,,,,0,0
2502.07803,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on improving LLM reasoning performance through technical methods (CoT, PoT, logic units), with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",0,"The paper focuses entirely on improving LLM reasoning performance through technical methods (CoT, PoT, logic units), with no substantive engagement with ethical concerns like fairness, harm, accountability, or governance.",934,56,,,,0,0
2503.17354,2025,sections,"SCORE: 0
REASON: The paper focuses on benchmark construction and performance measurement for autonomous AI agents, with safety mentioned only as a motivating framing without substantive normative engagement with fairness, harm, accountability, or governance.",0,"The paper focuses on benchmark construction and performance measurement for autonomous AI agents, with safety mentioned only as a motivating framing without substantive normative engagement with fairness, harm, accountability, or governance.",930,53,,,,0,0
2501.06485,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to network evolution prediction using diffusion models, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to network evolution prediction using diffusion models, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",382,46,,,,0,0
2503.14973,2025,sections,"SCORE: 0
REASON: The paper focuses on technical interpretability methods for RL agents, mentioning high-stakes domains and safety only incidentally as motivation without substantively engaging with normative concerns about fairness, harm, accountability, or governance.",0,"The paper focuses on technical interpretability methods for RL agents, mentioning high-stakes domains and safety only incidentally as motivation without substantively engaging with normative concerns about fairness, harm, accountability, or governance.",829,57,,,,0,0
2503.06202,2025,sections,"SCORE: 0
REASON: The paper mentions fairness and security only briefly as motivating applications of XAI in the introduction, while its substantive focus is entirely on technical improvements to explainability objectives (OOD-inspired norms, MMI variants) without genuine normative engagement with ethical concerns.",0,"The paper mentions fairness and security only briefly as motivating applications of XAI in the introduction, while its substantive focus is entirely on technical improvements to explainability objectives (OOD-inspired norms, MMI variants) without genuine normative engagement with ethical concerns.",896,70,,,,0,0
2503.12917,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical methodology for unsupervised neuro-symbolic learning, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical methodology for unsupervised neuro-symbolic learning, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1523,52,,,,0,0
2502.07944,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical knowledge representation and reasoning (KRR) system architecture using SHACL-SKOS ontologies for the pharmaceutical industry, with no substantive engagement with AI ethics, fairness, harm, or governance.",0,"The paper focuses entirely on technical knowledge representation and reasoning (KRR) system architecture using SHACL-SKOS ontologies for the pharmaceutical industry, with no substantive engagement with AI ethics, fairness, harm, or governance.",305,62,,,,0,0
2503.10009,2025,sections,"SCORE: 0
REASON: The paper focuses on translating natural language problem descriptions into mathematical optimization models, with no substantive engagement with ethical concerns about fairness, harm, accountability, or governance.",0,"The paper focuses on translating natural language problem descriptions into mathematical optimization models, with no substantive engagement with ethical concerns about fairness, harm, accountability, or governance.",295,46,,,,0,0
2503.04291,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on the technical implementation of an automated math grading system using OCR and LLMs, with no substantive engagement with normative concerns about fairness, harm, accountability, or governance—the single citation to a fairness survey is incidental and not discussed in the paper itself.",0,"The paper focuses entirely on the technical implementation of an automated math grading system using OCR and LLMs, with no substantive engagement with normative concerns about fairness, harm, accountability, or governance—the single citation to a fairness survey is incidental and not discussed in the paper itself.",1323,74,,,,0,0
2501.18296,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on ontology engineering methodology and data pipeline design, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on ontology engineering methodology and data pipeline design, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",639,46,,,,0,0
2502.08119,2025,fallback_empty_sections,"SCORE: 0
REASON: The paper focuses entirely on technical optimization of task offloading, UAV trajectory, and computational resource allocation using reinforcement learning, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical optimization of task offloading, UAV trajectory, and computational resource allocation using reinforcement learning, with no substantive engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",1817,60,,,,0,0
2501.13533,2025,sections,"SCORE: 1
REASON: The paper substantively engages with AI ethics by developing a normative theory of AI personhood, discussing the ethical and legal treatment of AI systems, questioning the justice of human control over potentially person-hood-bearing AI, and explicitly invoking concerns about unjust repression and harmonious coexistence.",1,"The paper substantively engages with AI ethics by developing a normative theory of AI personhood, discussing the ethical and legal treatment of AI systems, questioning the justice of human control over potentially person-hood-bearing AI, and explicitly invoking concerns about unjust repression and harmonious coexistence.",2309,75,"CATEGORY: C
REASON: The paper frames AI ethics through questions of personhood, rights, power asymmetries between humans and AI systems, and the justice implications of control versus coexistence, situating ethics within structural concerns about domination and equitable treatment of potentially sentient entities.",C,"The paper frames AI ethics through questions of personhood, rights, power asymmetries between humans and AI systems, and the justice implications of control versus coexistence, situating ethics within structural concerns about domination and equitable treatment of potentially sentient entities.",2333,64
2503.15726,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance of LLMs and RL agents in a D&D combat simulation, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical performance of LLMs and RL agents in a D&D combat simulation, with no engagement with normative ethical concerns such as fairness, harm, accountability, or governance.",807,55,,,,0,0
2503.16326,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical performance of a multimodal geospatial AI system, with only a brief mention of ""geographical bias"" as a predictive accuracy issue rather than a normative ethical concern about fairness, harm, or accountability.",0,"The paper focuses entirely on technical performance of a multimodal geospatial AI system, with only a brief mention of ""geographical bias"" as a predictive accuracy issue rather than a normative ethical concern about fairness, harm, or accountability.",1616,63,,,,0,0
2503.05592,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on technical improvements to retrieval-augmented generation and reinforcement learning for reasoning models, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on technical improvements to retrieval-augmented generation and reinforcement learning for reasoning models, with no substantive engagement with ethical concerns such as fairness, harm, accountability, or governance.",775,54,,,,0,0
2502.00691,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on improving mathematical problem-solving performance in LLMs using reinforcement learning and expectation-maximization, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on improving mathematical problem-solving performance in LLMs using reinforcement learning and expectation-maximization, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",849,56,,,,0,0
2504.00762,2025,sections,"SCORE: 0
REASON: The paper focuses entirely on computational efficiency and performance optimization for LLM inference, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",0,"The paper focuses entirely on computational efficiency and performance optimization for LLM inference, with no engagement with ethical concerns such as fairness, harm, accountability, or governance.",703,46,,,,0,0
